EventID,NETSTATIONID,LATITUDE,LONGITUDE,MAGNITUDE
4489156,CI.SVD,34.55,-117.43,5.30830883801
4370421,IM.NV03,33.61,-116.46,2.37701507564
3278325,CI.GLA,34.55,-117.43,nan
3337376,IU.RSSD,34.95,-106.46,5.13127619397
4219823,BK.SAO,38.03,-120.39,6.14290674207
2729763,CI.SWS,34.55,-117.43,6.34729615048
2729575,IU.ANMO,34.95,-106.46,6.84636925855
4598534,TA.J01E,48.72,-122.71,7.18680068505
3343249,CI.USC,34.55,-117.43,4.81915818632
2849556,CI.OSI,34.55,-117.43,nan
4810688,AZ.SND,33.62,-116.47,4.59581686056
4489137,TA.109C,32.89,-117.11,6.00688780056
4810688,UU.MPU,40.45,-111.78,10.4560172783
3772598,IU.ANMO,34.95,-106.46,6.88446795043
2847839,LB.MVU,40.43,-117.22,5.48594014857
2849556,IM.NV09,33.61,-116.46,2.01503194162
4219823,UU.TMU,37.79,-113.44,6.29991304323
4808109,IM.NV07,33.61,-116.46,3.09192720161
4219823,AZ.MTRP,33.62,-116.47,6.04989228778
4219823,US.WUAZ,38.03,-120.39,7.43284473482
3179908,TA.214A,32.89,-117.11,3.84218102126
2848499,CI.GMR,34.55,-117.43,4.42043920539
4819913,US.NLWA,42.77,-111.10,3.23330598995
3276647,IM.NV09,33.61,-116.46,2.01166501869
2768223,TA.O20A,48.98,-117.56,7.03602477275
2717538,TA.121A,32.89,-117.11,4.68076614125
2847903,CI.DAN,34.55,-117.43,4.27295630456
3414166,IM.NV07,33.61,-116.46,2.48041876314
4819913,CI.CWC,35.34,-119.10,8.6682322558
5114609,TA.L04D,32.89,-117.11,5.41373119457
4309440,UU.SGU,40.86,-112.18,5.80066023745
2847826,CI.SCI2,34.55,-117.43,6.47447296887
4598534,US.WVOR,42.77,-111.10,4.43238737465
4489137,LB.MVU,36.28,-117.59,6.5038083963
2879782,CI.DGR,34.55,-117.43,4.34447562096
3337577,CI.ISA,34.55,-117.43,nan
2848745,AZ.SOL,33.62,-116.47,3.70983796605
3324625,IU.ANMO,34.95,-106.46,4.24001288779
2729763,CI.GSC,34.55,-117.43,nan
4814606,XU.GRES,40.44,-104.67,5.76415527451
4219627,UU.NPI,40.86,-112.18,6.99360591739
2848639,CI.OSI,34.55,-117.43,nan
4223281,PO.TYNO,44.01,-81.66,4.83842093341
3337572,CI.BEL,34.55,-117.43,8.0494756789
3996084,AZ.RDM,33.62,-116.47,2.41508369244
4816697,UU.AVE,40.86,-112.18,7.15273204307
4309875,UU.MSU,40.86,-112.18,6.33070796466
2850141,CI.BFS,34.55,-117.43,5.06942209714
2838410,AZ.WMC,33.62,-116.47,3.66022458329
3378062,CI.FMP,34.55,-117.43,6.53886115743
3772579,IU.ANMO,34.95,-106.46,6.85594332994
4808249,CI.FMP,34.55,-117.43,3.61437447178
4808150,CI.IKP,34.55,-117.43,5.98949535264
4099263,TA.O02D,48.72,-122.71,8.38360914424
2860676,IU.ANMO,34.95,-106.46,4.87963791175
3378051,CI.BAK,34.55,-117.43,4.69634510539
4489137,UU.SNO,39.82,-110.54,7.3676691803
2737034,CI.SLA,34.55,-117.43,4.08391427329
4808109,IU.ANMO,34.95,-106.46,6.70842091637
3285225,IU.SLBS,34.95,-106.46,3.56253186677
2842278,IU.TUC,34.95,-106.46,5.2887649233
3378039,IM.NV06,33.61,-116.46,2.2466330803
3378038,IU.ANMO,34.95,-106.46,7.17718072845
2717752,CI.BAK,34.55,-117.43,5.59363538891
3320857,CI.BC3,33.66,-115.45,7.30957539697
4810285,IU.WVT,34.95,-106.46,5.74478334828
4598714,UU.SGU,40.86,-112.18,5.6562326165
4370421,UU.MSU,40.45,-111.78,8.01597083411
3337572,CI.BAK,34.55,-117.43,6.63659591106
3324120,TA.833A,27.06,-98.68,5.50384905977
3343246,CI.SNCC,34.55,-117.43,nan
2737919,AZ.MONP2,33.62,-116.47,4.9670577513
2741351,AZ.WMC,33.62,-116.47,3.03807180814
3339727,IU.CCM,38.06,-91.24,4.47317814786
2860676,CI.MWC,34.55,-117.43,4.83174336719
4489156,IM.I57H1,33.61,-116.46,9.26582790099
4808249,AZ.RRSP,33.62,-116.47,4.29832940946
2688438,CI.DAN,34.55,-117.43,3.88282189667
3331920,CI.SBC,34.55,-117.43,5.81521606952
4309440,UU.SJF,40.86,-112.18,6.2690757903
4489137,LB.TPH,36.28,-117.59,4.15557878492
2717752,CI.ARV,34.55,-117.43,5.69336835629
4926955,US.HWUT,48.30,-95.86,4.19597544867
3282422,TA.G03D,48.72,-122.71,7.37570878025
2866352,CI.CWC,34.55,-117.43,5.66883796851
4808249,AZ.MONP2,33.62,-116.47,3.14882394522
2839363,AZ.PFO,33.62,-116.47,3.95538024206
4309875,UU.MLI,40.86,-112.18,5.4652593624
3378039,CI.BBR,34.55,-117.43,5.82228499322
4810687,UU.SPR,40.40,-111.79,8.21109778053
2848606,AZ.PFO,33.62,-116.47,3.47755159819
4598534,CI.VES,35.34,-119.10,6.45772968601
2848058,CI.PDM,34.55,-117.43,3.13837693026
2873964,II.PFO,34.95,-106.46,6.495733039
3331920,CI.OSI,34.55,-117.43,nan
4808099,UU.SPR,39.82,-110.54,8.2812764358
2848753,CI.SNCC,34.55,-117.43,nan
4598534,US.HAWA,42.77,-111.10,3.7841760556
3378043,US.TPNV,40.43,-117.22,7.13256977052
4814606,IU.CCM,34.95,-106.46,5.20545231105
4816697,US.SDCO,42.77,-111.10,5.24196693558
3340203,AZ.PFO,33.62,-116.47,5.95559970468
3988542,IU.ANMO,34.95,-106.46,5.10833080782
3179908,BK.MCCM,37.82,-122.33,5.84064067587
3285225,US.ISCO,34.88,-101.68,3.86203171654
2741351,CI.SMM,34.55,-117.43,1.96128760806
3986518,CI.SVD,34.55,-117.43,6.0397375872
2713283,CI.DAN,34.55,-117.43,5.05457719681
2627754,CI.DJJ,34.55,-117.43,3.14236476352
2686878,CI.SHO,34.55,-117.43,3.22051374481
4489156,UU.MGCU,39.82,-110.54,8.57978953668
2847824,CI.SDD,34.55,-117.43,6.78086109882
4309875,UU.REUT,40.86,-112.18,6.61995486267
3782344,CI.CHF,34.55,-117.43,3.94427182622
3331920,IM.NV07,33.61,-116.46,2.86079759511
4370421,UU.OWUT,40.45,-111.78,7.93957202926
4489138,UU.IMU,39.82,-110.54,7.17383893319
3329517,IU.CCM,34.95,-106.46,5.76816300649
3986528,CI.SHO,34.55,-117.43,4.2813766372
4810687,UU.CRLU,40.40,-111.79,7.12034188472
4309875,IM.NV07,48.26,-117.13,4.75332985075
3343246,IU.TUC,34.95,-106.46,5.11526993244
2879810,AZ.RDM,33.62,-116.47,4.56358230499
3275698,EM.MBB06,41.88,-124.19,2.36702245681
2872453,TA.109C,32.89,-117.11,6.10297589068
2729621,CI.SDD,34.55,-117.43,6.84905217428
4309440,CI.PASC,34.55,-117.43,nan
4370421,IM.NV11,33.61,-116.46,2.86164950063
3414168,AZ.TRO,33.62,-116.47,2.82991883242
4810687,CI.SMM,34.55,-117.43,5.82609186864
3772579,AZ.LVA2,33.62,-116.47,5.68196178361
4215446,IU.WVT,34.95,-106.46,5.40923917721
4598714,UU.BHUT,40.86,-112.18,6.56012899846
3343246,CI.ADO,34.55,-117.43,3.9171875768
3378038,AZ.CPE,33.62,-116.47,3.48900170742
3340203,IU.TUC,34.95,-106.46,7.2721938321
2729621,TA.W18A,32.89,-117.11,7.39455447245
3179908,IU.ANMO,34.95,-106.46,4.43727700477
2848277,CI.BC3,34.55,-117.43,4.7470479232
4598534,UU.WCF,40.86,-112.18,6.3300383919
2847824,CI.PDM,34.55,-117.43,6.71158552953
2847838,IM.NV06,33.61,-116.46,3.0764151875
4598714,UU.OSS,40.86,-112.18,6.582598616
4808249,UU.OCP,40.40,-111.79,7.99099559477
4816697,UU.NOQ3,40.86,-112.18,8.34889371064
2737034,II.PFO,34.95,-106.46,5.39141811452
3337572,CI.MWC,34.55,-117.43,7.90983715781
2848205,CI.ADO,34.55,-117.43,4.23507189259
3772598,CI.IRM,34.55,-117.43,6.80863016447
4810688,AZ.TRAN,33.62,-116.47,5.03432851238
4309440,UO.BUCK,44.20,-122.99,5.85109516846
2879810,CI.RPV,34.55,-117.43,5.0529669352
3278371,CI.MPM,34.55,-117.43,3.22724708668
2839762,CI.SWS,34.55,-117.43,4.87493249993
3337581,CI.DAN,34.55,-117.43,5.29609581762
3276647,CI.DEC,34.55,-117.43,4.87588505882
3343249,AZ.BSAP,33.62,-116.47,4.51149828261
4810687,UU.MMU,40.40,-111.79,8.23336301435
2839918,CI.FUR,34.55,-117.43,4.33493449386
2839368,CI.HEC,34.55,-117.43,5.43302828196
5004733,CI.VTV,34.55,-117.43,5.74221827653
4816697,UU.HRU,40.86,-112.18,7.47006027434
5114609,UO.BUCK,44.20,-122.99,6.59311885126
3180586,IM.NV09,48.26,-117.13,4.44449826429
5004733,UU.HTU,40.86,-112.18,8.60489496395
4808099,AZ.RDM,33.62,-116.47,3.66451475792
2753865,IU.RSSD,44.59,-123.30,5.42331866016
2848205,AZ.LVA2,33.62,-116.47,3.63517497936
4489138,UU.PKCU,39.82,-110.54,6.38829272577
4598714,UU.LGC,40.86,-112.18,5.79013324594
3343246,CI.OSI,34.55,-117.43,nan
3772598,CI.MUR,34.55,-117.43,6.32324490889
2873964,AZ.CPE,33.62,-116.47,3.82546429191
2866352,TA.121A,32.89,-117.11,4.4060559897
2847834,CI.DEC,34.55,-117.43,4.67519559667
3996084,CI.DJJ,34.55,-117.43,4.03532151552
3337573,CI.MUR,34.55,-117.43,6.97226529671
3343249,CI.OSI,34.55,-117.43,nan
3782344,AZ.CSLB,33.62,-116.47,6.45323499165
2847927,LB.TPH,40.43,-117.22,4.39218266847
3180586,CI.TIN,35.27,-116.07,7.71726364753
2848639,CI.PLM,34.55,-117.43,3.96915851598
3331920,CI.SCI2,34.55,-117.43,6.09904941769
2847824,IM.NV31,33.61,-116.46,5.02023671422
3180586,EM.MBB06,49.08,-113.31,1.13048479637
4558126,UU.SCC,40.86,-112.18,6.00723108007
5161565,TA.WHTX,27.06,-98.68,7.91838352231
2863451,CI.VES,34.55,-117.43,2.06338348699
2713283,CI.SMM,34.55,-117.43,3.50320699993
3378098,IU.ANMO,34.95,-106.46,7.02270679897
2866352,IM.NV06,33.61,-116.46,2.97614727677
2727302,IU.CCM,38.06,-91.24,3.35255518166
4309440,UU.ARGU,40.86,-112.18,5.06911707825
4309440,US.LKWY,42.77,-111.10,4.98670882418
2848753,LB.BMN,40.43,-117.22,5.73001962016
3567124,IU.ANMO,34.95,-106.46,7.80043050918
2873964,IU.TUC,34.95,-106.46,6.35406187064
2854555,CI.RRX,34.55,-117.43,2.66919985968
3337573,AZ.WMC,33.62,-116.47,6.17388349964
5004733,CI.IRM,34.55,-117.43,5.93951145746
3378051,CI.VES,34.55,-117.43,3.1276758033
2627754,IM.NV04,33.61,-116.46,2.08035176592
2848032,LB.BMN,40.43,-117.22,5.43633609761
2737034,AZ.LVA2,33.62,-116.47,2.92142245648
4311232,IM.I57L2,33.61,-116.46,9.03093854654
2713283,CI.ARV,34.55,-117.43,3.43950261779
4309440,US.HAWA,42.77,-111.10,4.25793470099
2847824,CI.PHL,34.55,-117.43,nan
2842558,AZ.TRO,33.62,-116.47,3.90777617752
3276647,IU.ANMO,34.95,-106.46,4.7991415495
2848205,CI.DJJ,34.55,-117.43,5.26672903636
2737034,CI.GSC,34.55,-117.43,nan
2863450,EM.MBB06,49.08,-113.31,-0.29928180015
2872449,CI.BAK,34.55,-117.43,7.31270731426
2839368,CI.GLA,34.55,-117.43,nan
3567124,TA.N02D,32.89,-117.11,8.34173339291
4808109,AZ.LVA2,33.62,-116.47,4.16440099409
3343246,TA.W18A,32.89,-117.11,4.00199490022
4219627,UU.PCCW,40.86,-112.18,6.3903576444
3276647,CI.RPV,34.55,-117.43,5.34016656537
2729763,CI.PHL,34.55,-117.43,nan
2848499,IM.NV03,33.61,-116.46,2.62351823443
3782344,CI.BAR,34.55,-117.43,nan
2849931,IU.TUC,34.95,-106.46,4.93465238178
4309679,IM.NV01,33.61,-116.46,3.3336625114
3996084,TA.109C,32.89,-117.11,5.00313708841
4369646,ZL.A01,34.62,-89.51,7.35541148998
2879811,CI.MWC,34.55,-117.43,4.9275740873
2847597,IU.ANMO,34.95,-106.46,4.88998118056
4370421,CI.Q0045,34.55,-117.43,6.2005924341
3337577,TA.R11A,32.89,-117.11,7.14300534697
3285975,AZ.BZN,33.62,-116.47,6.50555991764
4808249,UU.VRUT,40.40,-111.79,6.71549355628
3331920,CI.SNCC,34.55,-117.43,3.39712688815
4558126,UU.VRUT,40.86,-112.18,4.40119800806
4816697,CI.USC,34.55,-117.43,6.65264507768
2729763,TA.109C,32.89,-117.11,6.9023106454
3320857,TA.T25A,32.54,-114.58,10.0175125202
4808249,CI.VTV,34.55,-117.43,5.5926385701
3378062,CI.ISA,34.55,-117.43,nan
4311232,CI.SNCC,34.55,-117.43,3.99701138921
4309679,CI.GLA,34.55,-117.43,3.12235221501
2847903,II.PFO,34.95,-106.46,5.74070587794
3275698,TA.109C,32.89,-117.11,6.84683908162
4489138,UU.DWU,39.82,-110.54,6.0750762191
3337577,CI.GMR,34.55,-117.43,6.80797249786
2838410,CI.FMP,34.55,-117.43,3.93929458762
4808151,IM.NV05,33.61,-116.46,2.96307605663
4489138,UU.KNB,39.82,-110.54,6.35209048148
4489138,IM.NV08,33.61,-116.46,3.32309718087
2627754,CI.SNCC,34.55,-117.43,nan
5153819,US.BRAL,34.88,-101.68,4.02369806751
2847838,IU.ANMO,34.95,-106.46,6.28293688495
2849556,CI.VCS,34.55,-117.43,3.5213817641
4309875,TA.K22A,49.05,-120.38,8.14702805258
2849017,US.BMO,42.77,-111.10,1.64941480043
4808099,CI.ARV,34.55,-117.43,5.47981652805
3340100,CI.IKP,34.55,-117.43,5.11875252255
4309875,UU.FTT,40.86,-112.18,5.94566180622
4489138,IM.NV03,33.61,-116.46,3.04285160615
4489156,CI.Q0030,34.55,-117.43,6.33264146358
5114609,CI.CWC,34.55,-117.43,5.95167423048
3340100,AZ.CRY,33.62,-116.47,3.00342199272
4219823,US.MNTX,38.03,-120.39,6.12969102435
2410538,CI.SWS,33.66,-115.45,7.20773938431
2879810,CI.BBR,34.55,-117.43,4.81522808074
2719048,IU.ANMO,34.95,-106.46,4.84179806489
3378038,US.DUG,40.43,-117.22,5.62187992455
2713283,CI.BEL,34.55,-117.43,3.40580939472
2753865,IU.COR,44.59,-123.30,5.09565007083
4219823,AZ.TUBB,33.62,-116.47,5.95886396019
2842278,CI.NEE2,34.55,-117.43,6.54861800617
4215446,US.AMTX,34.88,-101.68,4.31064474517
3414166,IU.ANMO,34.95,-106.46,7.2088129678
4598714,UU.NOQ,40.86,-112.18,4.08499848417
3378040,BK.SAO,37.82,-122.33,5.72864671586
3282422,BK.HUMO,40.88,-124.08,5.17742854211
4220042,TA.121A,32.89,-117.11,5.03726665541
2860676,IM.NV04,33.61,-116.46,1.97214101558
3337376,IU.WVT,34.95,-106.46,6.02597733731
3337572,AZ.MONP2,33.62,-116.47,5.89995153683
2839339,AZ.BZN,33.62,-116.47,4.26105361855
3180586,CI.NEE2,35.27,-116.07,7.71188852857
4808150,AZ.LVA2,33.62,-116.47,4.18142174503
2727302,IU.SSPA,38.06,-91.24,2.70855682283
3988542,CI.TIN,34.55,-117.43,2.76659656049
2872449,CI.BAR,34.55,-117.43,nan
2847826,CI.TUQ,34.55,-117.43,5.08544366823
2627754,IM.NV05,33.61,-116.46,1.71494691098
2863450,TA.KSCO,48.72,-122.71,7.34924063669
4370421,IM.NV02,33.61,-116.46,2.60938708612
4819913,CI.ISA,35.34,-119.10,nan
2842559,CI.FUR,34.55,-117.43,4.08849802086
4309875,UU.RPF,40.86,-112.18,5.71364738781
3179908,II.PFO,34.95,-106.46,4.87098582385
2879810,CI.PDM,34.55,-117.43,4.69785459303
2848753,CI.DAN,34.55,-117.43,4.22660311869
2848639,CI.DAN,34.55,-117.43,3.92168460609
3276647,LB.DAC,40.43,-117.22,4.66930435697
4810688,CI.BFS,34.55,-117.43,11.0335825131
2677852,AZ.CSLB,33.62,-116.47,4.59715918124
3378062,AZ.TRO,33.62,-116.47,4.38913622355
2725882,IU.WCI,38.06,-91.24,4.94440642143
5165604,UU.MGCU,39.82,-110.54,8.7549651163
2839358,CI.SMM,34.55,-117.43,4.40285693529
4808150,IM.NV04,33.61,-116.46,3.30102245543
2713283,AZ.SMER,33.62,-116.47,4.27729580288
3334423,TA.O20A,32.89,-117.11,4.88149495014
2848639,AZ.BZN,33.62,-116.47,4.45762860144
2872453,TA.214A,32.89,-117.11,6.77569021585
3282422,CI.SHO,35.27,-116.07,6.92547252639
3378043,CI.RRX,34.55,-117.43,5.54853678725
3337573,AZ.MTRP,33.62,-116.47,6.30028336224
3378055,CI.SLA,34.55,-117.43,5.37857981958
2839339,CI.SBC,34.55,-117.43,4.84018701796
4808109,UU.LSU,39.82,-110.54,8.96323754571
5114609,CI.IRM,34.55,-117.43,6.03702901885
2842558,CI.BC3,34.55,-117.43,5.93614618683
2847903,CI.PHL,34.55,-117.43,nan
4489138,AZ.HSSP,33.62,-116.47,6.11821741067
3414166,CI.OSI,34.55,-117.43,nan
3282422,CI.MLAC,35.27,-116.07,5.89095307108
2849017,IU.ANMO,34.95,-106.46,4.72718825876
3378039,CI.VES,34.55,-117.43,4.97590283531
2872453,IM.NV01,33.61,-116.46,4.34802310462
4099263,CI.MLAC,35.27,-116.07,6.20849503501
4808109,CI.MLAC,34.55,-117.43,5.25751135473
5004733,UU.BRP2,40.86,-112.18,10.7180308495
3285777,CI.DAN,34.55,-117.43,6.45283576273
2768223,IU.ANMO,34.95,-106.46,5.52542316985
2872509,CI.RRX,34.55,-117.43,5.21638019355
4309440,UU.BHUT,40.86,-112.18,6.43913013552
3331920,US.SDCO,38.03,-120.39,6.12480726045
2848639,IM.NV04,33.61,-116.46,1.59494638837
2732488,IM.NV03,48.26,-117.13,4.17549878996
2850141,CI.CWC,34.55,-117.43,5.50010229105
2627754,CI.BAK,34.55,-117.43,3.78202513002
3285777,CI.TIN,34.55,-117.43,5.22311009199
2729763,AZ.CSLB,33.62,-116.47,6.8388772465
4598534,TA.L04D,48.72,-122.71,6.45038530908
2848032,CI.NEE2,34.55,-117.43,5.0447316188
3340100,AZ.SETM,33.62,-116.47,4.37226397984
4808151,UU.SPR,39.82,-110.54,8.45300137626
3567124,CI.ADO,34.55,-117.43,7.21972330536
4220042,CI.DAN,34.55,-117.43,4.71424845579
3378055,AZ.LVA2,33.62,-116.47,3.92588920527
4808150,UU.MSU,39.82,-110.54,7.7312090121
2686878,IU.TUC,34.95,-106.46,7.63182938211
4808151,CI.PDM,34.55,-117.43,4.69959094918
4558126,UU.TPU,40.86,-112.18,5.95212071871
3567124,TA.F04D,32.89,-117.11,8.36881283041
2849556,LB.DAC,40.43,-117.22,4.10332581679
2848639,CI.FUR,34.55,-117.43,2.81022451282
4309875,UU.SCY,40.86,-112.18,5.77004465806
3378038,CI.CWC,34.55,-117.43,4.99816151466
2863451,CI.FUR,34.55,-117.43,1.81305630834
4489156,UU.KEUT,39.82,-110.54,9.35588484275
2848606,CI.GLA,34.55,-117.43,nan
4370421,CI.MUR,34.55,-117.43,5.41038592569
3320863,CI.PDM,33.66,-115.45,6.03729004741
4220042,CI.FUR,34.55,-117.43,5.28846394011
3282422,TA.I04A,48.72,-122.71,7.44733647664
2768223,CN.ULM,49.67,-93.73,5.50092091305
3986518,TA.121A,32.89,-117.11,5.17498303893
2848606,CI.SCZ2,34.55,-117.43,4.69381127506
3337568,AZ.FRD,33.62,-116.47,5.92016733586
4223281,TA.W39A,32.67,-100.39,7.94605421081
2848032,CI.SDD,34.55,-117.43,4.80035767447
3414166,CI.SWS,34.55,-117.43,3.32796055901
3331920,CI.SLA,34.55,-117.43,5.28512214262
4489137,UU.BCE,39.82,-110.54,7.80765442823
3337376,IM.TX31,29.33,-103.67,4.16141545903
2677852,CI.IRM,34.55,-117.43,3.057793362
2850747,CI.DJJ,34.55,-117.43,4.09265663561
2847826,AZ.RDM,33.62,-116.47,5.10297101852
2850748,AZ.CRY,33.62,-116.47,3.24978240466
4808249,CI.DGR,34.55,-117.43,6.74629305428
3986551,IM.NV01,33.61,-116.46,3.13851969797
4816697,UU.NPI,40.86,-112.18,5.97701814489
5165604,US.MNTX,34.88,-101.68,3.79030675795
3331920,CI.VTV,34.55,-117.43,5.83677028092
3331920,CI.MPM,34.55,-117.43,4.17233959346
4219627,UU.PEUT,40.86,-112.18,10.4508851217
4219627,UU.DCM,40.86,-112.18,7.5691312444
2838410,AZ.CRY,33.62,-116.47,3.62183845941
3320857,US.CBKS,42.77,-111.10,5.74503383116
2847934,CI.RRX,34.55,-117.43,4.11385322167
2850747,CI.MPP,34.55,-117.43,4.65741801624
4309875,UU.MAB,40.86,-112.18,5.17041875222
3337581,CI.BC3,34.55,-117.43,4.87720294241
3329517,TA.Y22D,27.06,-98.68,9.58627578139
2737919,TA.H17A,32.89,-117.11,6.17939713191
4489156,UU.PSUT,39.82,-110.54,6.99721570532
2850141,AZ.PFO,33.62,-116.47,3.21059977525
3285975,IU.ANMO,34.95,-106.46,3.26560063139
2872509,CI.GMR,34.55,-117.43,7.11421243815
2410538,CI.NEE2,33.66,-115.45,9.04305642072
4816697,UU.NAIU,40.86,-112.18,7.67774933417
5004733,TA.109C,32.89,-117.11,4.77384930145
2848639,CI.USC,34.55,-117.43,4.72102294764
4219627,AZ.IWR,33.62,-116.47,2.58976107783
3285225,AZ.SETM,33.62,-116.47,7.38945554011
2847597,CI.SWS,34.55,-117.43,5.46540985206
4369646,IU.WVT,34.95,-106.46,5.83364905191
4816697,CI.VOG,34.55,-117.43,3.94900372532
3179908,CI.BAR,34.55,-117.43,nan
4819913,UU.DBD,40.86,-112.18,5.81619327756
3337568,IU.TUC,34.95,-106.46,7.733491585
2847826,AZ.LVA2,33.62,-116.47,4.41295465771
2847838,AZ.LVA2,33.62,-116.47,3.97336181194
4810688,TA.Y22D,32.89,-117.11,5.74649606348
2842558,LB.MVU,40.43,-117.22,5.70720819889
3340203,CI.SVD,34.55,-117.43,7.75145418666
2848499,IM.NV02,33.61,-116.46,2.5000975089
4598534,UU.SGU,40.86,-112.18,5.58684598031
3988542,LB.DAC,40.43,-117.22,4.70047531492
3337577,AZ.SOL,33.62,-116.47,3.98383970849
3331920,AZ.FRD,33.62,-116.47,3.7892193998
3179908,CI.PLM,34.55,-117.43,5.11652563576
4311232,CI.OSI,34.55,-117.43,nan
3275698,IM.NV07,33.61,-116.46,3.6778535888
4369646,TA.X43A,27.06,-98.68,7.77638311543
2848606,CI.USC,34.55,-117.43,5.19411811177
5153819,TA.TUL1,27.06,-98.68,8.15027527189
2839762,LB.TPH,36.28,-117.59,3.87007339596
4309440,AZ.SOL,33.62,-116.47,3.14751901886
2753865,CN.LLLB,52.04,-119.24,5.35020935488
4808109,UU.TCRU,39.82,-110.54,6.76316979052
4808150,UU.SNO,39.82,-110.54,7.28526115045
4311232,CI.TIN,34.55,-117.43,5.94672028117
3414166,CI.EDW2,34.55,-117.43,3.89425208408
4219627,UU.UHP,40.86,-112.18,8.63723018264
3333344,BK.SAO,37.95,-121.87,6.07357402904
3327016,TA.X40A,27.06,-98.68,8.24994086892
2847824,CI.DJJ,34.55,-117.43,7.05501621562
4219627,UU.ROA,40.86,-112.18,7.46229588442
4489138,CI.PHL,34.55,-117.43,nan
2842558,AZ.BZN,33.62,-116.47,3.6431053205
5166070,US.ECSD,34.88,-101.68,3.44666652025
4808249,AZ.TMSP,33.62,-116.47,3.01799979747
3378038,CI.PASC,34.55,-117.43,nan
5153819,TA.Y22D,27.06,-98.68,7.57603113461
4369646,US.KVTX,34.88,-101.68,4.08941535825
4489156,UU.SNO,39.82,-110.54,7.5787592906
3278325,CI.CWC,34.55,-117.43,5.37972040076
2847839,IU.ANMO,34.95,-106.46,6.24516331734
2842278,CI.FMP,34.55,-117.43,4.26778904285
2737034,TA.121A,32.89,-117.11,4.51689044992
3285777,CI.TUQ,34.55,-117.43,5.64250221868
4808151,UU.SCY,39.82,-110.54,8.6544915862
4219627,CI.DGR,34.55,-117.43,4.49074455732
2849698,CI.GSC,34.55,-117.43,nan
4814606,US.MIAR,34.88,-101.68,4.56291126117
3337577,AZ.WMC,33.62,-116.47,4.838994986
3378055,AZ.WMC,33.62,-116.47,3.97192409041
2860676,CI.CHF,34.55,-117.43,3.70925049873
3988542,CI.SHO,34.55,-117.43,2.4949442499
2839363,CI.HEC,34.55,-117.43,4.35194195602
3340203,CI.GMR,34.55,-117.43,7.84560568216
4219627,CI.OSI,34.55,-117.43,nan
3320863,IU.ANMO,34.95,-106.46,3.5383196
5004733,CI.MPM,34.55,-117.43,5.85364426119
3414166,IM.NV05,33.61,-116.46,2.06128092529
4808150,IM.NV05,33.61,-116.46,2.97824918792
2467160,CI.GRA,34.55,-117.43,3.16331137681
4489138,CI.RPV,34.55,-117.43,5.69797666264
4723373,CI.Q0059,34.55,-117.43,6.91184110221
4309679,CI.PHL,34.55,-117.43,nan
2867472,IM.NV01,33.61,-116.46,1.63974054243
3567124,CI.SDD,34.55,-117.43,7.8394796477
3276647,CI.BAK,34.55,-117.43,5.16490894619
2732488,CI.GLA,34.55,-117.43,nan
2879810,CI.OSI,34.55,-117.43,nan
4489137,IM.I57H3,33.61,-116.46,9.12733383032
5114609,TA.TPFO,32.89,-117.11,5.41592765861
2796754,TA.T25A,48.98,-117.56,6.81080993501
5114609,XU.GRWE,40.44,-104.67,6.66272173606
4370421,UU.NOQ3,40.45,-111.78,7.53913570442
2847826,TA.O20A,32.89,-117.11,5.39239148868
2847927,AZ.PFO,33.62,-116.47,3.13533925664
2850748,AZ.LVA2,33.62,-116.47,3.06280470944
3337568,CI.ARV,34.55,-117.43,6.45187133137
4370421,UU.BSS,40.45,-111.78,8.24201726721
4558126,UU.BHUT,40.86,-112.18,5.85007069841
2849017,AZ.LVA2,33.62,-116.47,6.23623974567
2737034,AZ.CRY,33.62,-116.47,2.96646257021
2863450,IU.RSSD,44.59,-123.30,5.13378417331
4309440,LB.BMN,40.43,-117.22,2.40084134093
2839358,TA.214A,32.89,-117.11,4.9092091472
2839358,IU.ANMO,34.95,-106.46,5.73168260189
3337572,CI.NEE2,34.55,-117.43,7.84370189999
2872509,II.PFO,34.95,-106.46,5.72014447848
2839918,IM.NV06,33.61,-116.46,2.86335800458
4598714,UU.HAFB,40.86,-112.18,6.3447783569
3986551,CI.GRA,34.55,-117.43,4.48046955203
2850596,AZ.SOL,33.62,-116.47,2.92837889946
2839368,CI.SCI2,34.55,-117.43,4.26231514104
3331920,AZ.KNW,33.62,-116.47,4.1262416377
4489138,IU.TUC,34.95,-106.46,5.30018997582
4598534,UU.RPF,40.86,-112.18,6.19904442749
3986518,CI.PHL,34.55,-117.43,nan
4219627,CI.SBC,34.55,-117.43,4.88091784823
2847839,CI.GRA,34.55,-117.43,3.21187820377
5161565,US.OXF,34.88,-101.68,3.80083260233
2849017,LB.DAC,40.43,-117.22,2.78750774416
3414168,IM.NV04,33.61,-116.46,2.42115238671
2848606,CI.ISA,34.55,-117.43,nan
2879782,CI.SCI2,34.55,-117.43,5.67549905991
3180586,UO.BUCK,44.20,-122.99,5.18584112671
3343246,BK.CMB,37.82,-122.33,5.39454117768
4309875,UU.LCMT,40.86,-112.18,3.82040100557
4808249,IU.ANMO,34.95,-106.46,6.26313138355
4220042,UU.BHUT,37.79,-113.44,7.64535104243
3567124,US.LAO,42.77,-111.10,4.68205323785
3329517,TA.W41B,27.06,-98.68,7.8089680424
4808151,CI.USC,34.55,-117.43,6.31505094739
