EventID,NETSTATIONID,LATITUDE,LONGITUDE,MAGNITUDE
2848277,CI.FUR,34.55,-117.43,3.16387458694
5114609,TA.T25A,32.89,-117.11,5.04098916124
3986551,CI.PASC,34.55,-117.43,nan
2839363,AZ.SMER,33.62,-116.47,4.01636471137
3988542,CI.DEC,34.55,-117.43,2.82818718653
2719048,CI.CHF,34.55,-117.43,4.54371522677
3331920,IM.NV06,33.61,-116.46,3.01960973766
5161565,TA.SUSD,27.06,-98.68,7.5829025375
3329517,US.ISCO,34.88,-101.68,4.08033825844
2847903,AZ.TRO,33.62,-116.47,3.50086311675
2850747,LB.TPH,40.43,-117.22,4.54329283488
4808109,CI.SMM,34.55,-117.43,7.73699080544
2872449,CI.MLAC,34.55,-117.43,7.67930802664
3331920,CI.SDD,34.55,-117.43,5.85244287298
2854555,CI.PLM,34.55,-117.43,4.93204730373
4810285,TA.U40A,32.55,-108.63,7.6330584729
3285975,AZ.SND,33.62,-116.47,6.8335827807
3986528,AZ.LVA2,33.62,-116.47,3.52893753985
4309875,UU.PTU,40.86,-112.18,4.94098055955
2863451,IM.NV04,33.61,-116.46,1.74582474065
4489156,CI.Q0049,34.55,-117.43,6.37819525833
4311232,IM.I57H1,33.61,-116.46,8.72592916453
4309440,UU.BSS,40.86,-112.18,5.79222826542
2838410,CI.GMR,34.55,-117.43,5.4430980453
3337581,AZ.SETM,33.62,-116.47,5.69818267808
3276647,AZ.RDM,33.62,-116.47,3.14918377218
3327016,TA.W39A,27.06,-98.68,8.32822239385
2842278,CI.BFS,34.55,-117.43,4.48058752199
3339727,IU.WVT,38.06,-91.24,4.77389302918
2847824,CI.MPM,34.55,-117.43,7.21327633558
4489137,CI.IRM,34.55,-117.43,4.45572325504
3378062,CI.BBR,34.55,-117.43,6.46784826069
3334423,CI.MPM,34.55,-117.43,5.20942089518
3179908,CI.SMM,34.55,-117.43,4.58456677797
2839358,CI.SDD,34.55,-117.43,5.05468884041
2847834,CI.RPV,34.55,-117.43,4.77402192182
4309679,CI.RPV,34.55,-117.43,6.22634981385
4808099,UU.SGU,39.82,-110.54,7.83505889379
4808249,UU.MAB,40.40,-111.79,8.41095965219
3782344,CI.PLM,34.55,-117.43,4.70135987375
2729621,CI.SWS,34.55,-117.43,6.74009757894
2872453,II.PFO,34.95,-106.46,6.05001931528
4309875,UU.HEB,40.86,-112.18,7.59095734011
3567124,TA.L02E,32.89,-117.11,8.15897739658
2863450,CI.SHO,36.44,-118.08,4.87658666519
2872453,IU.ANMO,34.95,-106.46,6.93227587213
3340203,CI.DJJ,34.55,-117.43,6.9651672203
4558126,UU.CAPU,40.86,-112.18,5.97433913766
2849931,AZ.PFO,33.62,-116.47,2.99742427508
4808099,CI.NEE2,34.55,-117.43,3.75839152525
4219627,IM.NV31,33.61,-116.46,1.94202556906
2741351,CI.EDW2,34.55,-117.43,2.17618019693
4723373,UU.EKU,40.86,-112.18,10.1334809747
2848032,IM.NV31,33.61,-116.46,3.42237138901
3329517,US.VBMS,34.88,-101.68,4.37268822942
2798344,AZ.SMER,33.62,-116.47,4.3926984243
2732488,IM.NV04,48.26,-117.13,4.58104609474
4810688,UU.LDJ,40.45,-111.78,8.1740719086
2879782,CI.BFS,34.55,-117.43,5.2237671972
4808109,AZ.SND,33.62,-116.47,4.10474581942
4808109,UU.WCU,39.82,-110.54,7.67065132895
2850143,CI.MPP,34.55,-117.43,4.34313399424
3988542,CI.ISA,34.55,-117.43,nan
3320857,CI.SHO,33.66,-115.45,7.05821136573
3331920,AZ.KNW,33.62,-116.47,4.1262416377
2729575,CI.NEE2,34.55,-117.43,5.49906995367
3378051,CI.MLAC,34.55,-117.43,4.50472277717
4814606,IU.RSSD,34.95,-106.46,5.00885606874
3378038,IM.NV02,33.61,-116.46,2.09237816637
4819913,UU.WVUT,40.86,-112.18,7.46893373656
4309875,UU.VRUT,40.86,-112.18,3.69793591854
2741351,IU.ANMO,34.95,-106.46,4.50418759678
2798344,IU.COR,34.95,-106.46,4.52359207742
4810687,CI.ADO,34.55,-117.43,5.6626603268
2848058,TA.121A,32.89,-117.11,4.0126086856
4808150,CI.ISA,34.55,-117.43,nan
3567124,CI.SCZ2,34.55,-117.43,8.05246155282
2863451,CI.ARV,34.55,-117.43,1.94376675826
3340203,TA.TPFO,32.89,-117.11,6.76320262856
2848205,TA.121A,32.89,-117.11,4.41849557373
4558126,US.ELK,42.77,-111.10,2.89071371962
3329517,US.OGNE,34.88,-101.68,4.53858587013
2838410,CI.PHL,34.55,-117.43,nan
2848606,AZ.SMER,33.62,-116.47,4.39823749683
3337573,IU.ANMO,34.95,-106.46,8.02307624017
4808151,CI.SVD,34.55,-117.43,6.03947223934
5114609,UU.SPU,40.86,-112.18,4.76878051443
3278325,IU.ANMO,34.95,-106.46,6.68983318226
4810688,IM.NV05,33.61,-116.46,3.10358865734
3343246,IM.NV10,33.61,-116.46,2.33394198051
2847841,AZ.RDM,33.62,-116.47,3.91041612899
2737015,IU.ANMO,34.95,-106.46,5.17585333928
4220042,UU.KEUT,37.79,-113.44,7.25825172428
2713283,TA.R11A,32.89,-117.11,5.02259461502
4309440,CI.TUQ,34.55,-117.43,2.67882599746
4489156,CI.RPV,34.55,-117.43,4.83789882882
5165604,TA.S22A,27.06,-98.68,7.167176554
4808099,TA.121A,32.89,-117.11,5.02121454411
3414168,US.MVCO,40.43,-117.22,6.10316339351
4816697,US.AMTX,42.77,-111.10,6.24782267999
3278371,IM.NV04,33.61,-116.46,2.18072452529
2879782,AZ.WMC,33.62,-116.47,3.54219539056
4808109,IM.I57H4,33.61,-116.46,7.90520747993
3278325,TA.109C,32.89,-117.11,5.92013617687
4723373,CI.BFS,34.55,-117.43,5.1756803463
5114609,UU.SGSU,40.86,-112.18,5.68640898817
2737919,CI.FMP,34.55,-117.43,3.91543530973
4808109,IM.I57H2,33.61,-116.46,7.97920893927
3343249,AZ.SETM,33.62,-116.47,4.14163425837
2847934,TA.S22A,32.89,-117.11,1.69877457065
4808099,AZ.WMC,33.62,-116.47,3.81735531172
2839918,CI.SLA,34.55,-117.43,4.56574944174
3180025,IM.NV01,33.61,-116.46,1.89190840189
4309679,UU.PSUT,37.79,-113.44,5.71295359462
3331920,CI.SHO,34.55,-117.43,4.12214467492
3276647,CI.HEC,34.55,-117.43,2.86884735179
4219627,AZ.SETM,33.62,-116.47,4.05903025483
2719048,CI.BAR,34.55,-117.43,nan
4926955,LB.BMN,40.43,-117.22,4.6236503715
2737034,CI.IRM,34.55,-117.43,3.50328308038
2847903,CI.VTV,34.55,-117.43,5.40146111626
2729575,CI.VES,34.55,-117.43,6.84195306998
3378038,CI.HEC,34.55,-117.43,5.09913164886
3278325,AZ.MTRP,33.62,-116.47,5.04032758724
3337568,CI.DEC,34.55,-117.43,8.0585911946
4099263,IU.COR,34.95,-106.46,5.93346514589
3329517,IU.WCI,34.95,-106.46,5.72867560551
4370421,UU.SPR,40.45,-111.78,8.01199537158
2872449,CI.ISA,34.55,-117.43,nan
3285975,AZ.LVA2,33.62,-116.47,6.67127585584
4309875,UU.GZU,40.86,-112.18,7.93537702663
3285777,AZ.PFO,33.62,-116.47,5.82402032865
3276647,CI.OSI,34.55,-117.43,nan
4489138,CI.BEL,34.55,-117.43,5.60897106213
2872449,IU.ANMO,34.95,-106.46,7.33906282116
2847824,AZ.CPE,33.62,-116.47,6.03415492899
2467160,CI.MLAC,34.55,-117.43,3.39848312982
4489138,CI.DJJ,34.55,-117.43,5.82008407638
3343246,US.WUAZ,40.43,-117.22,5.69956141331
3334423,IM.NV07,33.61,-116.46,2.38402860173
2847839,CI.SVD,34.55,-117.43,5.79112029015
4808150,CI.USC,34.55,-117.43,5.96736148013
4215446,US.JFWS,34.88,-101.68,3.32753681702
2847903,CI.VES,34.55,-117.43,3.14350602319
3378043,CI.CHF,34.55,-117.43,4.54248763051
2848639,CI.SDD,34.55,-117.43,4.87392802704
2872453,CI.IRM,34.55,-117.43,6.61065305466
3986551,AZ.CPE,33.62,-116.47,4.74479132369
2847597,CI.GMR,34.55,-117.43,5.60440710762
3320863,EM.MBB06,38.44,-111.14,0.367869044225
3285975,IU.ANMO,34.95,-106.46,3.26560063139
3414166,CI.PLM,34.55,-117.43,4.66325033614
3337572,AZ.LVA2,33.62,-116.47,6.16183531054
4723373,CI.RPV,34.55,-117.43,6.68996817411
3327016,US.JFWS,34.88,-101.68,4.8373358184
4598534,UU.TRS,40.86,-112.18,5.66970784546
3772579,CI.CWC,34.55,-117.43,7.35486015347
3567124,IM.NV02,48.26,-117.13,6.49068059031
3275698,LB.DAC,40.43,-117.22,2.79475563674
2718229,CI.GSC,34.55,-117.43,nan
4808150,AZ.CPE,33.62,-116.47,3.53380722797
2847597,CI.FMP,34.55,-117.43,4.87662518213
4309679,UU.FSU,37.79,-113.44,5.2505672319
3988542,IM.NV06,33.61,-116.46,1.60233929847
3567124,TA.Q24A,32.89,-117.11,9.06425699327
3278371,CI.CWC,34.55,-117.43,7.24875325211
4816697,UU.TCRU,40.86,-112.18,5.11818213816
4816697,US.OGNE,42.77,-111.10,5.84353961543
4370421,UU.ALP,40.45,-111.78,8.50006214028
2718229,AZ.CRY,33.62,-116.47,3.50509918616
4309440,CI.RRX,34.55,-117.43,3.89277448998
4370421,IM.NV07,33.61,-116.46,2.35420803156
2847841,IM.NV05,33.61,-116.46,2.45103467657
3206602,CI.DGR,34.55,-117.43,5.19999436417
4808150,IU.TUC,34.95,-106.46,5.34337622304
4598714,IM.NV09,48.26,-117.13,3.39826464132
4598534,CI.CWC,35.34,-119.10,7.86856681144
3340203,CI.RPV,34.55,-117.43,6.73289709329
3986528,IU.ANMO,34.95,-106.46,6.97107780948
2719048,AZ.KNW,33.62,-116.47,2.84264747559
3378062,AZ.SOL,33.62,-116.47,4.07334114244
2713283,AZ.FRD,33.62,-116.47,4.27706193097
4558126,UU.BCS,40.86,-112.18,5.77293486443
4816697,US.MNTX,42.77,-111.10,5.62163989193
4558126,UU.DOT,40.86,-112.18,6.08151144696
2688438,CI.SVD,34.55,-117.43,5.04211720342
4309875,UU.TCVU,40.86,-112.18,4.7892838767
4220042,CI.TUQ,34.55,-117.43,4.15318829423
3996084,IU.ANMO,34.95,-106.46,4.82936624821
2847934,AZ.TRO,33.62,-116.47,3.32863878446
3996084,CI.BAR,34.55,-117.43,nan
4219823,UU.ZNPU,37.79,-113.44,5.66194182226
3340100,TA.214A,32.89,-117.11,4.15731318843
3772579,CI.SWS,34.55,-117.43,7.14344421675
2847927,CI.PLM,34.55,-117.43,4.76035264862
5114609,CI.SLA,34.55,-117.43,5.94875415332
2737034,CI.OSI,34.55,-117.43,nan
4219627,TA.Y22D,32.89,-117.11,4.32137837003
4810688,UU.BHU,40.45,-111.78,9.0154649822
4309679,CI.MUR,34.55,-117.43,4.37221724164
4309875,UU.CAPU,40.86,-112.18,5.70212883997
3337577,AZ.CPE,33.62,-116.47,4.33475356766
2839363,IM.NV01,33.61,-116.46,2.83846355808
2850141,CI.SDD,34.55,-117.43,4.97143176454
4489138,TA.Y22D,32.89,-117.11,5.75021382698
2467160,CI.OSI,34.55,-117.43,nan
2842278,CI.USC,34.55,-117.43,6.44331817864
3772598,CI.ARV,34.55,-117.43,7.31124357127
3414168,CI.BAK,34.55,-117.43,5.02223492622
4598534,UU.MHD,40.86,-112.18,5.45818211306
2849698,CI.DJJ,34.55,-117.43,3.83715640725
2847824,CI.IRM,34.55,-117.43,6.6217334204
3343246,AZ.SMER,33.62,-116.47,2.87446453761
3337577,US.WUAZ,37.02,-112.82,6.13040419714
4558126,UU.LCMT,40.86,-112.18,4.64781610616
3331920,TA.121A,32.89,-117.11,4.84624790786
3337568,CI.VCS,34.55,-117.43,7.75364440177
2850143,AZ.RDM,33.62,-116.47,3.29040640423
4598534,TA.Q24A,48.72,-122.71,7.22234079937
4808099,IU.ANMO,34.95,-106.46,6.67888626213
5004733,AZ.WMC,33.62,-116.47,3.66464489596
3278503,IU.WVT,38.06,-91.24,3.49254368396
2847834,TA.S22A,32.89,-117.11,4.85484194458
2839918,CI.PASC,34.55,-117.43,nan
3567124,CI.VCS,34.55,-117.43,7.23386226188
4808109,IU.TUC,34.95,-106.46,5.75607523821
3333344,CI.SCZ2,34.55,-117.43,6.03236524907
3378043,CI.GSC,34.55,-117.43,nan
3179908,IU.SLBS,34.95,-106.46,4.73642750504
4810688,TA.121A,32.89,-117.11,4.97471857344
3333344,CI.SMM,34.55,-117.43,5.49972069182
2729621,AZ.MTRP,33.62,-116.47,7.63512343382
2467160,CI.PHL,34.55,-117.43,nan
2847834,CI.SVD,34.55,-117.43,5.98577037617
2848745,AZ.CSLB,33.62,-116.47,4.6216112966
2848753,CI.NEE2,34.55,-117.43,3.61023879952
3329517,IU.WVT,34.95,-106.46,5.83094718074
2686878,AZ.MONP2,33.62,-116.47,3.34581074883
3180586,CI.SHO,35.27,-116.07,5.52007618184
4723373,UU.MMU,40.86,-112.18,8.98655996937
4816697,IU.ANMO,34.95,-106.46,4.94022889458
5165604,TA.Y22D,27.06,-98.68,7.35769003755
2838410,CI.MWC,34.55,-117.43,5.22150728348
4808109,CI.IKP,34.55,-117.43,5.85845649389
2872509,CI.SLA,34.55,-117.43,5.79138012792
2850747,US.HWUT,40.43,-117.22,4.35595884013
2848277,CI.SCZ2,34.55,-117.43,4.53570826451
2732488,TA.W18A,32.89,-117.11,6.36056994273
2850748,AZ.BZN,33.62,-116.47,4.46813413517
3378062,US.MVCO,38.03,-120.39,6.97997220043
4309679,UU.CVRU,37.79,-113.44,5.41913437138
3285975,CI.IRM,33.64,-116.40,7.23500056823
3285975,AZ.CRY,33.62,-116.47,7.02170033265
2848606,CI.CIA,34.55,-117.43,4.04729360256
3378043,IM.NV03,33.61,-116.46,2.4403527591
4816697,UU.SCS,40.86,-112.18,6.4124117517
4489137,IM.I57H4,33.61,-116.46,9.09292270862
4489137,CI.BEL,34.55,-117.43,5.96742689026
3782344,TA.S22A,32.89,-117.11,4.96824458134
2872509,CI.HEC,34.55,-117.43,5.35443988526
4814606,US.VBMS,34.88,-101.68,4.42099480686
4309440,UU.HAFB,40.86,-112.18,6.33703072547
2848745,CI.CWC,34.55,-117.43,5.63806768656
4558126,UU.IMU,40.86,-112.18,4.93138580239
2839368,CI.MWC,34.55,-117.43,4.83797591393
4219627,CI.DAN,34.55,-117.43,3.48462462687
2847838,CI.TIN,34.55,-117.43,4.49144204682
2867472,AZ.MTRP,33.62,-116.47,5.48552919491
4819913,UU.ALT,40.86,-112.18,5.9602534782
3378040,AZ.BSAP,33.62,-116.47,4.12084534362
2847838,CI.ARV,34.55,-117.43,5.60901451489
4598534,CI.LRL,35.34,-119.10,6.55249133207
2849698,CI.BAK,34.55,-117.43,4.00576417387
2849698,CI.MWC,34.55,-117.43,4.36971289339
2854555,IM.NV09,33.61,-116.46,1.90254526627
4810688,UU.PGC,40.45,-111.78,8.84870199511
4819913,UU.LCU,40.86,-112.18,6.96675572857
2850747,CI.EDW2,34.55,-117.43,4.73439859112
3378051,IU.TUC,34.95,-106.46,5.35694689561
4814606,IU.HKT,34.95,-106.46,5.36450070455
2798344,TA.109C,32.89,-117.11,5.59310303207
3378040,TA.N02D,32.89,-117.11,4.24849143621
3378098,CI.SVD,34.55,-117.43,6.19944757895
2729763,AZ.CRY,33.62,-116.47,5.15946568119
5004733,CI.Q0027,34.55,-117.43,5.40160308093
4810688,UU.MMU,40.45,-111.78,8.133205864
2737034,CI.GLA,34.55,-117.43,3.98911678144
4723373,UU.RPF,40.86,-112.18,8.13477024698
2848639,CI.RRX,34.55,-117.43,4.3563095214
3782344,CI.TIN,34.55,-117.43,4.00092534869
5004733,UU.VEC,40.86,-112.18,9.19713702196
2848745,CI.BAR,34.55,-117.43,nan
2847903,CI.PDM,34.55,-117.43,3.94419289041
3327016,IU.HKT,34.95,-106.46,6.66447049025
4489137,IM.NV04,33.61,-116.46,3.04819662928
2872453,CI.PDM,34.55,-117.43,5.84848687623
2863451,IM.NV31,33.61,-116.46,1.17899701861
3320863,TA.W18A,32.54,-114.58,7.67369618249
2842558,IM.NV06,33.61,-116.46,3.0189616405
3333344,CI.SNCC,34.55,-117.43,nan
2848606,CI.VCS,34.55,-117.43,3.86575581784
2737015,CI.PDM,34.55,-117.43,2.89301296993
2849556,CI.HEC,34.55,-117.43,4.12584977521
2849017,AZ.SMER,33.62,-116.47,6.53910321309
5166070,IU.WVT,34.95,-106.46,5.29161057794
3378038,LB.BMN,40.43,-117.22,4.91208306428
4489138,CI.PASC,34.55,-117.43,nan
4598714,UU.HER,40.86,-112.18,6.37600836735
3180025,IM.NV10,33.61,-116.46,2.61023003816
2848745,IU.ANMO,34.95,-106.46,4.48352106592
4723373,TA.R11A,32.89,-117.11,6.04307782139
4819913,TA.M02C,48.72,-122.71,6.69899520433
4219627,TA.TPFO,32.89,-117.11,3.48287943659
2847839,CI.VTV,34.55,-117.43,5.48204115412
4309875,TA.O03E,49.05,-120.38,7.52185528512
2847597,CI.MPM,34.55,-117.43,3.71828357683
4219823,UU.EKU,37.79,-113.44,8.38763424152
4219627,II.PFO,34.95,-106.46,6.09551499227
4489138,UU.WMUT,39.82,-110.54,8.2874562755
2872509,IU.ANMO,34.95,-106.46,6.15073623762
4489138,AZ.SOL,33.62,-116.47,3.6267453604
3986528,CI.DJJ,34.55,-117.43,4.61162421611
2872449,CI.GLA,34.55,-117.43,7.41859010195
4219627,UU.RSUT,40.86,-112.18,7.11468058135
5114609,UU.PKCU,40.86,-112.18,4.62120215509
4370421,AZ.PFO,33.62,-116.47,2.89830538507
3324120,US.KVTX,34.88,-101.68,6.20885293453
2847834,CI.TIN,34.55,-117.43,4.53397808989
4219627,US.SDCO,40.43,-117.22,5.56676455782
3331920,CI.GSC,34.55,-117.43,nan
2850596,AZ.PFO,33.62,-116.47,2.90515087001
5004733,UU.SNUT,40.86,-112.18,7.61007669711
3320863,TA.WHTX,32.54,-114.58,7.63158000226
2849017,IM.NV08,48.26,-117.13,4.94462820842
2848745,CI.PASC,34.55,-117.43,3.27388355046
3278371,CI.SBC,34.55,-117.43,3.64212219688
2848753,IU.ANMO,34.95,-106.46,4.5198431205
3333344,CI.BAR,34.55,-117.43,5.60643425756
5004733,US.WUAZ,40.43,-117.22,6.03052593521
4219823,IM.I57L4,33.61,-116.46,9.07026829226
4219627,CI.SDD,34.55,-117.43,4.63394471094
4558126,IM.NV06,48.26,-117.13,4.04863249876
2741351,CI.SWS,34.55,-117.43,4.73387912825
4219823,CI.MUR,34.55,-117.43,5.51322896867
4810688,AZ.SCI2,33.62,-116.47,4.49698563915
3331920,CI.SCZ2,34.55,-117.43,5.76673624848
2879810,IU.ANMO,34.95,-106.46,5.65691532016
4219823,CI.BFS,34.55,-117.43,5.73659037793
4311232,AZ.BSAP,33.62,-116.47,6.4267585687
3986551,CI.SVD,34.55,-117.43,6.06704870622
3325003,IU.ANMO,34.95,-106.46,5.66689970772
3325003,IU.HKT,34.95,-106.46,6.10369526702
2729763,LB.BMN,40.43,-117.22,2.76561176183
4223281,TA.X43A,32.67,-100.39,7.74192653301
2848639,CI.DJJ,34.55,-117.43,3.4919852567
5114609,IM.NV10,33.61,-116.46,3.24227923452
5114609,AZ.TMSP,33.62,-116.47,3.60195051236
2432860,IM.NV02,48.26,-117.13,2.82436530636
2872448,AZ.RDM,33.62,-116.47,6.74091944999
4808099,AZ.SND,33.62,-116.47,3.90137995269
4309679,IM.NV07,33.61,-116.46,3.27670319173
4219627,AZ.CSLB,33.62,-116.47,6.18320034958
2467160,IM.NV02,33.61,-116.46,2.47700816834
2850747,TA.121A,32.89,-117.11,4.03510998688
2729763,AZ.LVA2,33.62,-116.47,5.28694897437
3278371,AZ.FRD,33.62,-116.47,3.24661741981
4808249,AZ.SETM,33.62,-116.47,5.3716110199
4808109,UU.CCPU,39.82,-110.54,8.22291749469
3337573,IU.ANMO,34.95,-106.46,8.02307624017
4370421,UU.BRPU,40.45,-111.78,6.36554376937
4370421,UU.EMU,40.45,-111.78,8.22212569461
2848032,CI.PHL,34.55,-117.43,nan
3378040,TA.Y22D,32.89,-117.11,6.94380516498
2850747,CI.PASC,34.55,-117.43,nan
2847826,IM.NV09,33.61,-116.46,3.71398001031
2729621,TA.R11A,32.89,-117.11,6.64790989071
5165604,IU.HKT,34.95,-106.46,4.89068239546
3276647,TA.Y22D,32.89,-117.11,6.35524646688
3986518,CI.TUQ,34.55,-117.43,4.70717143057
2847934,CI.DGR,34.55,-117.43,5.03313988541
2847838,CI.TUQ,34.55,-117.43,4.36608872627
2847934,CI.DAN,34.55,-117.43,3.77379858666
4489138,AZ.TRO,33.62,-116.47,4.22283247934
3320863,CI.BEL,33.66,-115.45,6.03178038579
2850747,IM.NV08,33.61,-116.46,2.25106618571
4099263,TA.Q24A,48.72,-122.71,8.72559010771
4489137,CI.DGR,34.55,-117.43,5.97560824417
3337568,CI.FMP,34.55,-117.43,7.8222547221
4816697,UU.EKU,40.86,-112.18,8.40277817794
3343246,CI.ARV,34.55,-117.43,4.71340271235
3276647,CI.VES,34.55,-117.43,5.00146748
3285225,CI.PDM,33.64,-116.40,6.75492230912
4598714,UU.ALP,40.86,-112.18,6.00807985493
2866352,CI.BEL,34.55,-117.43,3.24463787394
2850747,CI.SDD,34.55,-117.43,5.13618936317
2847838,AZ.PFO,33.62,-116.47,5.69505828639
2847903,TA.214A,32.89,-117.11,4.70317923877
2879810,CI.TIN,34.55,-117.43,4.51683921717
2842278,CI.VTV,34.55,-117.43,6.01362743171
4810688,UU.DAU,40.45,-111.78,8.01294005276
2717538,CI.PASC,34.55,-117.43,nan
2847826,CI.DAN,34.55,-117.43,5.22486734544
3340203,CI.OSI,34.55,-117.43,nan
4309875,UU.WCF,40.86,-112.18,5.71854688659
4723373,US.HWUT,34.88,-101.68,5.42508567032
2729621,CI.PDM,34.55,-117.43,4.71565618605
4309875,TA.Y22D,49.05,-120.38,7.98068591645
3327016,TA.N23A,27.06,-98.68,7.38362674769
4220042,CI.CHF,34.55,-117.43,4.51305149476
4309875,US.DUG,42.77,-111.10,2.68011326103
4808150,CI.SHO,34.55,-117.43,3.87835130161
2847934,AZ.WMC,33.62,-116.47,3.23019657596
4309679,CI.OSI,34.55,-117.43,nan
3378043,TA.TPFO,32.89,-117.11,4.90701788446
2879811,IM.NV05,33.61,-116.46,2.93867159284
2847839,CI.NEE2,34.55,-117.43,5.74248378081
2848277,IM.NV31,33.61,-116.46,3.65998545393
5004733,UU.CFS,40.86,-112.18,8.2179372973
3331920,CI.DJJ,34.55,-117.43,6.14206326026
2850143,CI.BBR,34.55,-117.43,5.19478515533
3414168,IM.NV07,33.61,-116.46,2.34218393291
3378098,CI.NEE2,34.55,-117.43,6.16338389033
2867472,CI.BEL,34.55,-117.43,2.75146547953
5114609,CI.Q0031,34.55,-117.43,5.48727924176
3206602,CI.GRA,34.55,-117.43,4.99798866723
3378040,CI.DGR,34.55,-117.43,5.08242243831
2719048,TA.O20A,32.89,-117.11,3.62900422463
3331920,CI.SCI2,34.55,-117.43,6.09904941769
2737034,CI.EDW2,34.55,-117.43,4.18784939952
4598534,UU.SCY,40.86,-112.18,6.0994015736
2854555,CI.IRM,34.55,-117.43,2.70340197894
2741351,IM.NV01,33.61,-116.46,2.09007443062
5153205,TA.N23A,27.06,-98.68,6.88510470004
4810687,UU.SCUT,40.40,-111.79,10.1629371243
3378051,AZ.PFO,33.62,-116.47,2.81813166809
3340100,IU.ANMO,34.95,-106.46,5.17519328082
2849556,IM.NV31,33.61,-116.46,4.65136622475
2860676,CI.ISA,34.55,-117.43,nan
2849556,TA.R11A,32.89,-117.11,4.05050129528
2850596,CI.MPP,34.55,-117.43,4.20724489887
4808151,LB.MVU,36.28,-117.59,6.53663346099
2848753,CI.MLAC,34.55,-117.43,3.49804628848
3276647,IU.SLBS,34.95,-106.46,5.36079223305
4219627,UU.EPU,40.86,-112.18,7.69166377366
4309440,UU.LHUT,40.86,-112.18,4.24762753466
2688438,AZ.MONP2,33.62,-116.47,3.19317864443
2863450,IM.NV08,48.26,-117.13,3.57745206513
3337572,CI.DAN,34.55,-117.43,6.76975233504
4489138,UU.SCUT,39.82,-110.54,9.78060967465
3567124,AZ.PFO,33.62,-116.47,6.80411528565
4819913,CI.NEE2,35.34,-119.10,8.10823082553
4810688,UU.FSU,40.45,-111.78,8.0770096535
3340100,AZ.SOL,33.62,-116.47,2.74067940877
3340203,IU.TUC,34.95,-106.46,7.2721938321
3329517,TA.435B,27.06,-98.68,7.98664810145
4808109,AZ.CSLB,33.62,-116.47,5.91519848062
5114609,CI.BFS,34.55,-117.43,5.63831749069
4309679,AZ.SOL,33.62,-116.47,3.74142192637
5114609,UU.IAE,40.86,-112.18,6.94759474927
4808249,AZ.CPE,33.62,-116.47,3.24047719095
2848277,IM.NV05,33.61,-116.46,2.11477952801
3378051,CI.MUR,34.55,-117.43,4.7168314617
5004733,UU.PSUT,40.86,-112.18,6.7229499621
4819913,UU.FMC,40.86,-112.18,4.26283361261
3285975,TA.S22A,27.06,-98.68,6.26259683477
3282422,CI.FUR,35.27,-116.07,7.02580584911
4819913,CI.TUQ,35.34,-119.10,8.23170035572
3282422,BK.CMB,40.88,-124.08,5.69085513997
4370421,UU.SUU,40.45,-111.78,8.22696990341
4223281,TA.SPMN,32.67,-100.39,8.08259444484
2768223,IU.RSSD,34.95,-106.46,5.30818046102
3334423,IM.NV10,33.61,-116.46,2.36822651072
4370421,UU.BCE,40.45,-111.78,7.21805378405
3567124,US.NEW,42.77,-111.10,4.35475384146
2719048,CI.PDM,34.55,-117.43,4.36308850622
2849931,AZ.RDM,33.62,-116.47,2.90627336047
4723373,UU.FTT,40.86,-112.18,8.76943191095
2839368,TA.109C,32.89,-117.11,4.40926015532
4219627,CI.BC3,34.55,-117.43,3.32980660221
3378055,CI.MPM,34.55,-117.43,4.79096443032
3337581,AZ.BSAP,33.62,-116.47,5.25156451465
4808109,US.DUG,38.03,-120.39,5.77289860998
3275698,AZ.MONP2,33.62,-116.47,3.88857025006
2848277,CI.RRX,34.55,-117.43,3.53670382819
2872453,CI.BAK,34.55,-117.43,5.97241124612
2850748,CI.VCS,34.55,-117.43,3.62319155717
3343249,CI.SLA,34.55,-117.43,4.26083608066
4819913,UU.OSS,40.86,-112.18,7.03022316017
4819913,UU.CWU,40.86,-112.18,6.79746833481
2847841,CI.BAK,34.55,-117.43,4.35363761634
3378098,US.TPNV,38.03,-120.39,6.71876165576
3275698,IM.NV04,33.61,-116.46,3.4783821695
3986551,AZ.WMC,33.62,-116.47,4.13257406762
3988542,CI.SCI2,34.55,-117.43,5.39580976677
2729575,AZ.PFO,33.62,-116.47,6.18459632083
2863450,IM.NV07,48.26,-117.13,3.60332474958
3378040,CI.MPP,34.55,-117.43,5.56143610284
2848277,LB.DAC,40.43,-117.22,4.4420607904
3414168,CI.IRM,34.55,-117.43,4.47417110295
4816697,CI.GLA,34.55,-117.43,nan
4810688,CI.SCI2,34.55,-117.43,6.36478973086
4723373,IM.NV02,33.61,-116.46,4.08630497566
3340100,CI.GRA,34.55,-117.43,2.81318458226
4814606,TA.O20A,32.53,-107.79,7.87752138037
4814606,TA.WHTX,32.53,-107.79,7.8050844826
4808151,UU.SGSU,39.82,-110.54,8.16735607005
2847597,AZ.SOL,33.62,-116.47,4.07873310911
4810688,UU.FTT,40.45,-111.78,9.43413779083
3414168,TA.Y22D,32.89,-117.11,4.29129012223
2849017,CI.HEC,34.55,-117.43,6.49364905138
4819913,UU.CVRU,40.86,-112.18,4.60014231471
3340203,CI.BAK,34.55,-117.43,6.7806181074
4309679,CI.PDM,34.55,-117.43,5.46455236699
2729763,CI.GLA,34.55,-117.43,nan
